0	2.75	1.72395	0.355194	-0.205368	4.6426	10.4022	1.14418	0.631324	0.95597	0.631324	0.95597	0.852383
1	2.75	1.72395	0.355194	-0.205368	12.2379	10.158	1.11654	0.631324	0.95597	0.631324	0.95597	0.852383
2	2.75	1.72395	0.355194	-0.205368	24.5827	9.22548	1.01274	0.631324	0.95597	0.631324	0.95597	0.852383
3	2.75	1.72395	0.355194	-0.205368	37.8822	7.74295	0.852762	0.631324	0.95597	0.631324	0.95597	0.852383
4	2.75	1.72395	0.355194	-0.205368	44.7016	6.51672	0.71587	0.631324	0.95597	0.631324	0.95597	0.852383
5	2.75	1.72395	0.355194	-0.205368	52.1727	7.56232	0.832748	0.631324	0.95597	0.631324	0.95597	0.852383
6	2.75	1.72395	0.355194	-0.205368	69.6681	6.12349	0.6707	0.631324	0.95597	0.631324	0.95597	0.852383
7	2.75	1.72395	0.355194	-0.205368	71.3469	5.33995	0.586726	0.631324	0.95597	0.631324	0.95597	0.852383
8	2.75	1.72395	0.355194	-0.205368	84.2394	5.02968	0.553433	0.631324	0.95597	0.631324	0.95597	0.852383
9	2.75	1.72395	0.355194	-0.205368	101.143	4.3169	0.474285	0.631324	0.95597	0.631324	0.95597	0.852383
10	2.75	1.72395	0.355194	-0.205368	101.997	4.41267	0.484727	0.631324	0.95597	0.631324	0.95597	0.852383
11	2.75	1.72395	0.355194	-0.205368	114.479	3.56409	0.391318	0.631324	0.95597	0.631324	0.95597	0.852383
12	2.75	1.72395	0.355194	-0.205368	128.815	3.17327	0.34962	0.631324	0.95597	0.631324	0.95597	0.852383
13	2.75	1.72395	0.355194	-0.205368	132.463	4.01068	0.440167	0.631324	0.95597	0.631324	0.95597	0.852383
14	2.75	1.72395	0.355194	-0.205368	144.456	2.90184	0.31895	0.631324	0.95597	0.631324	0.95597	0.852383
15	2.75	1.72395	0.355194	-0.205368	154.24	2.84149	0.311601	0.631324	0.95597	0.631324	0.95597	0.852383
16	2.75	1.72395	0.355194	-0.205368	166.813	2.97216	0.325827	0.631324	0.95597	0.631324	0.95597	0.852383
17	2.75	1.72395	0.355194	-0.205368	172.386	3.10326	0.342585	0.631324	0.95597	0.631324	0.95597	0.852383
18	2.75	1.72395	0.355194	-0.205368	182.482	2.919	0.321469	0.631324	0.95597	0.631324	0.95597	0.852383
19	2.75	1.72395	0.355194	-0.205368	197.919	2.73154	0.300039	0.631324	0.95597	0.631324	0.95597	0.852383
20	2.75	1.72395	0.355194	-0.205368	213.172	2.88713	0.316944	0.631324	0.95597	0.631324	0.95597	0.852383
21	2.75	1.72395	0.355194	-0.205368	214.201	2.97767	0.328077	0.631324	0.95597	0.631324	0.95597	0.852383
22	2.75	1.72395	0.355194	-0.205368	219.35	2.78674	0.306113	0.631324	0.95597	0.631324	0.95597	0.852383
23	2.75	1.72395	0.355194	-0.205368	238.439	4.1046	0.450537	0.631324	0.95597	0.631324	0.95597	0.852383
24	2.75	1.72395	0.355194	-0.205368	248.361	3.94695	0.434289	0.631324	0.95597	0.631324	0.95597	0.852383
25	2.75	1.72395	0.355194	-0.205368	259.22	4.54543	0.498996	0.631324	0.95597	0.631324	0.95597	0.852383
26	2.75	1.72395	0.355194	-0.205368	266.463	5.14683	0.565826	0.631324	0.95597	0.631324	0.95597	0.852383
27	2.75	1.72395	0.355194	-0.205368	273.845	4.48902	0.493473	0.631324	0.95597	0.631324	0.95597	0.852383
28	2.75	1.72395	0.355194	-0.205368	281.231	4.61239	0.505069	0.631324	0.95597	0.631324	0.95597	0.852383
29	2.75	1.72395	0.355194	-0.205368	299.277	6.56501	0.722425	0.631324	0.95597	0.631324	0.95597	0.852383
30	2.75	1.72395	0.355194	-0.205368	302.385	6.99045	0.769537	0.631324	0.95597	0.631324	0.95597	0.852383
31	2.75	1.72395	0.355194	-0.205368	312.004	8.22288	0.905288	0.631324	0.95597	0.631324	0.95597	0.852383
32	2.75	1.72395	0.355194	-0.205368	322.934	8.01969	0.883461	0.631324	0.95597	0.631324	0.95597	0.852383
33	2.75	1.72395	0.355194	-0.205368	327.857	9.41617	1.03766	0.631324	0.95597	0.631324	0.95597	0.852383
34	2.75	1.72395	0.355194	-0.205368	348.425	9.57677	1.05442	0.631324	0.95597	0.631324	0.95597	0.852383
35	2.75	1.72395	0.355194	-0.205368	350.317	8.72735	0.95949	0.631324	0.95597	0.631324	0.95597	0.852383
0	2.75	1.74013	0.435095	-0.238171	3.89403	0.36968	0.041223	0.631324	0.95597	0.631324	0.95597	0.852383
1	2.75	1.74013	0.435095	-0.238171	19.8918	0.395369	0.0436797	0.631324	0.95597	0.631324	0.95597	0.852383
2	2.75	1.74013	0.435095	-0.238171	26.982	0.434209	0.0458787	0.631324	0.95597	0.631324	0.95597	0.852383
3	2.75	1.74013	0.435095	-0.238171	36.2912	0.3415	0.0376142	0.631324	0.95597	0.631324	0.95597	0.852383
4	2.75	1.74013	0.435095	-0.238171	43.3179	0.469803	0.0522073	0.631324	0.95597	0.631324	0.95597	0.852383
5	2.75	1.74013	0.435095	-0.238171	54.6188	0.373679	0.0405879	0.631324	0.95597	0.631324	0.95597	0.852383
6	2.75	1.74013	0.435095	-0.238171	63.0519	0.420029	0.046347	0.631324	0.95597	0.631324	0.95597	0.852383
7	2.75	1.74013	0.435095	-0.238171	74.2755	0.466431	0.0517041	0.631324	0.95597	0.631324	0.95597	0.852383
8	2.75	1.74013	0.435095	-0.238171	83.7619	0.424723	0.047171	0.631324	0.95597	0.631324	0.95597	0.852383
9	2.75	1.74013	0.435095	-0.238171	96.448	0.395138	0.044211	0.631324	0.95597	0.631324	0.95597	0.852383
10	2.75	1.74013	0.435095	-0.238171	103.657	0.31174	0.0342426	0.631324	0.95597	0.631324	0.95597	0.852383
11	2.75	1.74013	0.435095	-0.238171	115.758	0.405729	0.0452079	0.631324	0.95597	0.631324	0.95597	0.852383
12	2.75	1.74013	0.435095	-0.238171	124.602	0.318091	0.0347562	0.631324	0.95597	0.631324	0.95597	0.852383
13	2.75	1.74013	0.435095	-0.238171	131.823	0.387149	0.0428427	0.631324	0.95597	0.631324	0.95597	0.852383
14	2.75	1.74013	0.435095	-0.238171	142.812	0.360724	0.0386033	0.631324	0.95597	0.631324	0.95597	0.852383
15	2.75	1.74013	0.435095	-0.238171	152.443	0.342018	0.0376727	0.631324	0.95597	0.631324	0.95597	0.852383
16	2.75	1.74013	0.435095	-0.238171	165.612	0.370032	0.0418766	0.631324	0.95597	0.631324	0.95597	0.852383
17	2.75	1.74013	0.435095	-0.238171	174.226	0.326413	0.0366858	0.631324	0.95597	0.631324	0.95597	0.852383
18	2.75	1.74013	0.435095	-0.238171	186.832	0.37618	0.0424731	0.631324	0.95597	0.631324	0.95597	0.852383
19	2.75	1.74013	0.435095	-0.238171	190.629	0.334819	0.0367547	0.631324	0.95597	0.631324	0.95597	0.852383
20	2.75	1.74013	0.435095	-0.238171	209.631	0.334277	0.035689	0.631324	0.95597	0.631324	0.95597	0.852383
21	2.75	1.74013	0.435095	-0.238171	211.828	0.351391	0.0382383	0.631324	0.95597	0.631324	0.95597	0.852383
22	2.75	1.74013	0.435095	-0.238171	232.363	0.366746	0.0404448	0.631324	0.95597	0.631324	0.95597	0.852383
23	2.75	1.74013	0.435095	-0.238171	239.819	0.353235	0.0388612	0.631324	0.95597	0.631324	0.95597	0.852383
24	2.75	1.74013	0.435095	-0.238171	245.518	0.325138	0.0354535	0.631324	0.95597	0.631324	0.95597	0.852383
25	2.75	1.74013	0.435095	-0.238171	255.175	0.441996	0.0492749	0.631324	0.95597	0.631324	0.95597	0.852383
26	2.75	1.74013	0.435095	-0.238171	260.826	0.432902	0.0479828	0.631324	0.95597	0.631324	0.95597	0.852383
27	2.75	1.74013	0.435095	-0.238171	273.758	0.373403	0.0423329	0.631324	0.95597	0.631324	0.95597	0.852383
28	2.75	1.74013	0.435095	-0.238171	283.192	0.395233	0.0435014	0.631324	0.95597	0.631324	0.95597	0.852383
29	2.75	1.74013	0.435095	-0.238171	290.732	0.441376	0.0489112	0.631324	0.95597	0.631324	0.95597	0.852383
30	2.75	1.74013	0.435095	-0.238171	303.655	0.449069	0.0491521	0.631324	0.95597	0.631324	0.95597	0.852383
31	2.75	1.74013	0.435095	-0.238171	315.064	0.448139	0.0484094	0.631324	0.95597	0.631324	0.95597	0.852383
32	2.75	1.74013	0.435095	-0.238171	320.845	0.347623	0.0377408	0.631324	0.95597	0.631324	0.95597	0.852383
33	2.75	1.74013	0.435095	-0.238171	334.416	0.408554	0.0467186	0.631324	0.95597	0.631324	0.95597	0.852383
34	2.75	1.74013	0.435095	-0.238171	345.779	0.499873	0.0558739	0.631324	0.95597	0.631324	0.95597	0.852383
35	2.75	1.74013	0.435095	-0.238171	351.1	0.368213	0.0402852	0.631324	0.95597	0.631324	0.95597	0.852383
0	3.75	1.75283	0.347765	-0.217527	3.89284	0.828429	0.0918458	0.631324	0.95597	0.631324	0.95597	0.852383
1	3.75	1.75283	0.347765	-0.217527	14.7327	0.871404	0.096199	0.631324	0.95597	0.631324	0.95597	0.852383
2	3.75	1.75283	0.347765	-0.217527	19.6695	0.774216	0.0822259	0.631324	0.95597	0.631324	0.95597	0.852383
3	3.75	1.75283	0.347765	-0.217527	32.2818	0.662221	0.0725958	0.631324	0.95597	0.631324	0.95597	0.852383
4	3.75	1.75283	0.347765	-0.217527	43.0325	0.454133	0.0506411	0.631324	0.95597	0.631324	0.95597	0.852383
5	3.75	1.75283	0.347765	-0.217527	48.5325	0.451658	0.0476652	0.631324	0.95597	0.631324	0.95597	0.852383
6	3.75	1.75283	0.347765	-0.217527	63.5733	0.350446	0.0382647	0.631324	0.95597	0.631324	0.95597	0.852383
7	3.75	1.75283	0.347765	-0.217527	74.282	0.301665	0.0354094	0.631324	0.95597	0.631324	0.95597	0.852383
