2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 1.74013,0.435095,-0.380868,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
2.75 2.07387,0.436939,-0.291599,0.505418,0.700131,0.694064
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.75283,0.347765,-0.16127,0.70236,1.10807,0.93795
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.72395,0.355194,-0.205368,0.631324,0.95597,0.852383
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95045,0.334505,-0.269917,0.584465,0.858558,0.79447
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
3.75 1.95072,0.360829,-0.27869,0.543877,0.776237,0.743344
